EF_W_COMP_WORKOVERS_FRAC.FACILITY_NAME,EF_W_COMP_WORKOVERS_FRAC.FACILITY_ID,EF_W_COMP_WORKOVERS_FRAC.REPORTING_YEAR,EF_W_COMP_WORKOVERS_FRAC.TABLE_NUM,EF_W_COMP_WORKOVERS_FRAC.TABLE_DESC,EF_W_COMP_WORKOVERS_FRAC.INDUSTRY_SEGMENT,EF_W_COMP_WORKOVERS_FRAC.SUB_BASIN_IDENTIFIER,EF_W_COMP_WORKOVERS_FRAC.WELL_TYPE,EF_W_COMP_WORKOVERS_FRAC.IS_GAS_FLARED,EF_W_COMP_WORKOVERS_FRAC.REDUCED_EMISSION_COMPLETIONS,EF_W_COMP_WORKOVERS_FRAC.TOTAL_COMPLETIONS,EF_W_COMP_WORKOVERS_FRAC.REDUCED_EMISSION_WORKOVERS,EF_W_COMP_WORKOVERS_FRAC.TOTAL_WORKOVERS,EF_W_COMP_WORKOVERS_FRAC.OIL_OR_GAS_WELL,EF_W_COMP_WORKOVERS_FRAC.EQUATION_USED,EF_W_COMP_WORKOVERS_FRAC.FLOW_VOLUME,EF_W_COMP_WORKOVERS_FRAC.FLOW_RATE,EF_W_COMP_WORKOVERS_FRAC.ANNUAL_CH4_EMISSIONS
Anadarko Basin,1008200,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,Vertical,Yes,Yes,3,,,,Equation W-10A,,,8
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,Horizontal,Yes,Yes,5,,,,Equation W-10B,8413000,46428.9726027,2.818
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,Vertical,Yes,Yes,1,,,,Equation W-10B,455000,5583.3333333,.2
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,77730.8630137,0
Atlas 360/Anadarko Basin - Nash,1011547,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRANT  OK (53) - Other tight reservoir rock,Horizontal,Yes,Yes,6,,,,Equation W-10B,606217,21952,35.64
Presidio Petroleum 360 Anadarko Basin,1009335,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WOODWARD  OK (153) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,1375,1.1
CRI 350 SOK Folded Belt,1011191,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - CARTER  OK (19) - Shale gas,Horizontal,Yes,Yes,4,,,,Equation W-10B,4414,100,3.48
Marathon Oil So. Oklahoma Folded Belt (AAPG 350),1008383,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - GARVIN  OK (49) - Shale gas,Horizontal,Yes,Yes,1,,,,Equation W-10B,211166,52791.6,.062
CRI 350 SOK Folded Belt,1011191,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - GARVIN  OK (49) - Shale gas,Horizontal,Yes,Yes,4,,,,Equation W-10B,5285,100,4.16
Newfield.350.South Oklahoma Folded Belt,1008134,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - GARVIN  OK (49) - Shale gas,Horizontal,No,Yes,7,,,,Equation W-10B,0,18970.1428571,157.183
Newfield.350.South Oklahoma Folded Belt,1008134,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - GARVIN  OK (49) - Shale gas,Horizontal,Yes,Yes,8,,,,Equation W-10B,237587000,26062.375,191.493
CRI 350 SOK Folded Belt,1011191,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - LOVE  OK (85) - Shale gas,Horizontal,Yes,Yes,2,,,,Equation W-10B,664,100,.52
CRI 350 SOK Folded Belt,1011191,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - STEPHENS  OK (137) - Shale gas,Horizontal,Yes,Yes,13,,,,Equation W-10B,2061,100,1.64
Newfield.350.South Oklahoma Folded Belt,1008134,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - STEPHENS  OK (137) - Shale gas,Horizontal,Yes,Yes,5,,,,Equation W-10B,1119950000,31625,75.893
Newfield.350.South Oklahoma Folded Belt,1008134,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],350 - STEPHENS  OK (137) - Shale gas,Horizontal,No,Yes,12,,,,Equation W-10B,0,19746.5833333,142.458
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - OCHILTREE  TX (357) - Oil,Horizontal,No,Yes,2,,,,Equation W-10A,,,.544
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - POTTER  TX (375) - Oil,Horizontal,No,Yes,7,,,,Equation W-10A,,,2.745
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROBERTS  TX (393) - Oil,Horizontal,No,Yes,3,,,,Equation W-10A,,,4.379
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - Oil,Horizontal,No,Yes,21,,,,Equation W-10A,,,30.125
Presidio Petroleum 360 Anadarko Basin,1009335,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,Horizontal,No,Yes,2,,,,Equation W-10B,0,70729.2,68.3
360 Anadarko Basin - BP America Production Company,1008558,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,Horizontal,No,Yes,2,,,,Equation W-10A,,,67.45
360 Anadarko Basin - BP America Production Company,1008558,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,Horizontal,Yes,Yes,4,,,,Equation W-10A,,,84.4
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,Vertical,No,Yes,1,,,,Equation W-10B,0,1229.3378995,0
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,Horizontal,No,Yes,3,,,,Equation W-10B,0,32048.6263318,0
360 Anadarko Basin DEC,1008287,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,Horizontal,Yes,Yes,1,,,,Equation W-10B,786493.0556,8,.2
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,Horizontal,No,Yes,3,,,,Equation W-10A,,,1.83
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Other tight reservoir rock,Horizontal,No,No,2,,,,Equation W-10B,0,210.585,.384
360 Anadarko Basin - BP America Production Company,1008558,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - LIPSCOMB  TX (295) - Other tight reservoir rock,Horizontal,Yes,Yes,3,,,,Equation W-10A,,,16.71
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - LIPSCOMB  TX (295) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10A,,,0
Presidio Petroleum 360 Anadarko Basin,1009335,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - OCHILTREE  TX (357) - Other tight reservoir rock,Horizontal,No,Yes,3,,,,Equation W-10B,0,6250,6.1
360 Anadarko Basin - BP America Production Company,1008558,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - OCHILTREE  TX (357) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10A,,,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - OCHILTREE  TX (357) - Other tight reservoir rock,Horizontal,Yes,Yes,11,,,,Equation W-10A,,,19.68
Presidio Petroleum 360 Anadarko Basin,1009335,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - POTTER  TX (375) - Other tight reservoir rock,Horizontal,No,Yes,7,,,,Equation W-10B,0,50520.8,701.4
Presidio Petroleum 360 Anadarko Basin,1009335,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROBERTS  TX (393) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,375,.4
360 Anadarko Basin - BP America Production Company,1008558,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROBERTS  TX (393) - Other tight reservoir rock,Horizontal,No,Yes,2,,,,Equation W-10A,,,0
360 Anadarko Basin - BP America Production Company,1008558,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROBERTS  TX (393) - Other tight reservoir rock,Horizontal,Yes,Yes,3,,,,Equation W-10A,,,21.07
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROBERTS  TX (393) - Other tight reservoir rock,Horizontal,No,Yes,4,,,,Equation W-10B,0,80721.8607306,0
Unit Petroleum 783 Anadarko Basin,1008241,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROBERTS  TX (393) - Other tight reservoir rock,Horizontal,Yes,Yes,1,,,,Equation W-10B,887000,100298.3436073,.3
Sabine Oil & Gas LLC 360 Anadarko Basin,1011276,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROBERTS  TX (393) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10A,,,.93
Presidio Petroleum 360 Anadarko Basin,1009335,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - Other tight reservoir rock,Horizontal,No,Yes,7,,,,Equation W-10B,0,0,0
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - Other tight reservoir rock,Horizontal,No,Yes,8,,,,Equation W-10A,,,5.306
Kaiser-Francis Oil Company 360 Anadarko Basin,1009135,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ROGER MILLS  OK (129) - Other tight reservoir rock,Horizontal,Yes,No,1,,,,Equation W-10B,0,0,0
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - Other tight reservoir rock,Horizontal,No,Yes,2,,,,Equation W-10A,,,84.468
Tapstone 360 Anadarko,1012024,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],360 - WHEELER  TX (483) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,800000,10000,19.38
Enervest Operating  L.L.C. 575 Uinta Basin,1011596,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],575 - CARBON  UT (7) - Other tight reservoir rock,Vertical,Yes,Yes,13,,,,Equation W-10A,,,27.05
Badlands Energy  Inc.,1012013,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],575 - DUCHESNE  UT (13) - Other tight reservoir rock,Horizontal,Yes,No,1,,,,Equation W-10B,1250667,0,.43
575 Uinta Basin QEP Energy Company,1009282,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],575 - UINTAH  UT (47) - Other tight reservoir rock,Vertical,No,Yes,20,,,,Equation W-10B,0,0,0
575 Uinta Basin QEP Energy Company,1009282,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],575 - UINTAH  UT (47) - Other tight reservoir rock,Horizontal,No,Yes,3,,,,Equation W-10B,0,0,0
Badlands Energy  Inc.,1012013,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],575 - UINTAH  UT (47) - Other tight reservoir rock,Horizontal,Yes,No,4,,,,Equation W-10B,14967507,0,5.1
Uinta Basin - AAPG Province 575,1009165,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],575 - UINTAH  UT (47) - Other tight reservoir rock,Vertical,Yes,Yes,97,,,,Equation W-10B,0,0,.03
WPX Energy Production  LLC - 580 San Juan basin,1008982,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - High permeability gas,Vertical,Yes,No,1,,,,Equation W-10B,8770250,162,79
XTO Energy Inc 580 San Juan,1009142,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - High permeability gas,Vertical,No,No,0,,,,Equation W-10B,0,0,0
WPX Energy Production  LLC - 580 San Juan basin,1008982,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Shale gas,Horizontal,Yes,No,3,,,,Equation W-10B,224000,0,2
580 San Juan Basin - BP America Production Company,1009076,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - ARCHULETA  CO (7) - Coal seam,Vertical,No,No,2,,,,Equation W-10A,,,0
580 San Juan Basin - BP America Production Company,1009076,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - Coal seam,Vertical,No,No,13,,,,Equation W-10A,,,0
580 San Juan Basin - BP America Production Company,1009076,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Coal seam,Horizontal,No,No,1,,,,Equation W-10A,,,0
Enervest Operating  L.L.C. 305 Michigan Basin,1009968,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - ANTRIM  MI (9) - Shale gas,Vertical,No,No,2,,,,Equation W-10B,0,603765.53,104.77
Enervest Operating  L.L.C. 305 Michigan Basin,1009968,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - MANISTEE  MI (101) - Shale gas,Vertical,No,No,5,,,,Equation W-10B,0,308752.57,90.43
Enervest Operating  L.L.C. 305 Michigan Basin,1009968,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],305 - OTSEGO  MI (137) - Shale gas,Vertical,No,No,12,,,,Equation W-10B,0,1300000,147.05
San Juan Basin (580),1007484,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - RIO ARRIBA  NM (39) - Other tight reservoir rock,Vertical,Yes,Yes,2,,,,Equation W-10B,2541667,2500,.725
San Juan Basin (580),1007484,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Other tight reservoir rock,Vertical,Yes,Yes,23,,,,Equation W-10B,7988418,1314.0909091,1.825
Ursa Resources Group II - 595 - Piceance Basin,1010181,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Shale gas,Vertical,No,Yes,62,,,,Equation W-10B,0,0,0
Black Hills Exploration and Production (Colorado Piceance Basin Facilties),1012052,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Shale gas,Horizontal,Yes,Yes,6,,,,Equation W-10B,86099000,0,31.47
Black Hills Exploration and Production (Colorado Piceance Basin Facilties),1012052,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - MESA  CO (77) - Shale gas,Horizontal,Yes,Yes,3,,,,Equation W-10B,73552000,0,23.984
Caerus Piceance LLC,1008296,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Other tight reservoir rock,Horizontal,Yes,Yes,17,,,,Equation W-10B,2606000,0,32.26
TEP Rocky Mountain  LLC - 595 Piceance basin,1008355,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Other tight reservoir rock,Vertical,No,Yes,52,,,,Equation W-10B,0,0,0
TEP Rocky Mountain  LLC - 595 Piceance basin,1008355,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - GARFIELD  CO (45) - Other tight reservoir rock,Horizontal,No,Yes,6,,,,Equation W-10B,0,0,0
LARAMIE ENERGY LLC - Piceance Basin (585),1009785,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - MESA  CO (77) - Other tight reservoir rock,Vertical,Yes,Yes,19,,,,Equation W-10B,129844600,0,44.6
XTO Energy Inc 595 Piceance,1009141,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - RIO BLANCO  CO (103) - Other tight reservoir rock,Horizontal,Yes,Yes,1,,,,Equation W-10B,7491999.9975,582,2.61
TEP Rocky Mountain  LLC - 595 Piceance basin,1008355,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - RIO BLANCO  CO (103) - Other tight reservoir rock,Vertical,No,Yes,11,,,,Equation W-10B,0,0,0
TEP Rocky Mountain  LLC - 595 Piceance basin,1008355,2015,Table G.1,Gas Well Completions with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],595 - RIO BLANCO  CO (103) - Other tight reservoir rock,Horizontal,No,Yes,1,,,,Equation W-10B,0,0,0
XTO Energy Inc 160A Appalachian E Overthrust,1008116,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160A - BELMONT  OH (13) - Shale gas,Horizontal,No,,,No,0,,Equation W-10B,0,0,0
Rex Energy Corporation Appalachian Basin Eastern Overthrust (160A) Operations,1011308,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160A - BUTLER  PA (19) - Shale gas,Horizontal,Yes,,,Yes,35,,Equation W-10B,0,0,0
XTO Energy Inc 160A Appalachian E Overthrust,1008116,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160A - BUTLER  PA (19) - Shale gas,Horizontal,No,,,No,0,,Equation W-10B,0,0,0
Rex Energy Corporation Appalachian Basin Eastern Overthrust (160A) Operations,1011308,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160A - CARROLL  OH (19) - Shale gas,Horizontal,Yes,,,Yes,3,,Equation W-10B,0,0,0
XTO Energy Inc 160A Appalachian E Overthrust,1008116,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160A - JEFFERSON  PA (65) - Shale gas,Horizontal,No,,,No,0,,Equation W-10B,0,0,0
Rex Energy Corporation Appalachian Basin Eastern Overthrust (160A) Operations,1011308,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160A - LAWRENCE  PA (73) - Shale gas,Horizontal,Yes,,,Yes,1,,Equation W-10B,0,0,0
ConocoPhillips Gulf Coast Basin 220  Production,1007485,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - DE WITT  TX (123) - Oil,Horizontal,No,,,Yes,4,,Equation W-10B,0,0,0
ConocoPhillips Gulf Coast Basin 220  Production,1007485,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - DE WITT  TX (123) - Shale gas,Horizontal,No,,,Yes,1,,Equation W-10B,0,0,0
Pioneer Natural Resources USA  Inc.  Gulf Coast Basin,1008604,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Shale gas,Horizontal,No,,,Yes,2,,Equation W-10A,,,0
ConocoPhillips Gulf Coast Basin 220  Production,1007485,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - KARNES  TX (255) - Oil,Horizontal,No,,,Yes,2,,Equation W-10B,0,0,0
Samson Exploration 220 Gulf Coast Basin,1008093,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],220 - JEFFERSON  TX (245) - High Permeability Gas,Vertical,No,,,Yes,1,,Equation W-10B,0,0,0
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - LIMESTONE  TX (293) - High permeability gas,VERTICAL,No,,,Yes,10,,Equation W-10B,0,16400,13.53
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - MARION  TX (315) - High permeability gas,VERTICAL,No,,,Yes,1,,Equation W-10B,0,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - NACOGDOCHES  TX (347) - Shale gas,Horizontal,No,,,No,0,,Equation W-10B,0,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Shale gas,Horizontal,No,,,No,0,,Equation W-10B,0,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SAN AUGUSTINE  TX (405) - Shale gas,Horizontal,No,,,No,0,,Equation W-10B,0,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - SHELBY  TX (419) - Shale gas,Horizontal,No,,,No,0,,Equation W-10B,0,0,0
Valence Operating Co 260 East Texas Basin,1008587,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - CHEROKEE  TX (73) - Other tight reservoir rock,Horizontal,No,,,Yes,1,,Equation W-10B,87500,25000,27.427
XTO Energy Inc 260 East Texas,1008079,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - FREESTONE  TX (161) - Other tight reservoir rock,Vertical,No,,,No,0,,Equation W-10B,0,0,0
Valence Operating Co 260 East Texas Basin,1008587,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - Other tight reservoir rock,Horizontal,No,,,Yes,1,,Equation W-10B,17500,25000,5.507
XTO Energy Inc 260 East Texas,1008079,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - LIMESTONE  TX (293) - Other tight reservoir rock,Vertical,No,,,No,0,,Equation W-10B,0,0,0
Sheridan Production Company LLC 260 East Texas Basin,1008392,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,Vertical,Yes,,,Yes,1,,Equation W-10B,786493.0556,8,.3
XTO Energy Inc 260 East Texas,1008079,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,Vertical,No,,,No,0,,Equation W-10B,0,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,Horizontal,No,,,No,0,,Equation W-10B,0,0,0
XTO Energy Inc 260 East Texas,1008079,2015,Table G.2,Gas Well Workovers with Hydraulic Fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],260 - PANOLA  TX (365) - Other tight reservoir rock,Horizontal,No,,,No,0,,Equation W-10B,0,0,0
