EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_NAME,EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_ID,EF_W_EQUIP_LEAKS_ONSHORE.REPORTING_YEAR,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_NUM,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_DESC,EF_W_EQUIP_LEAKS_ONSHORE.INDUSTRY_SEGMENT,EF_W_EQUIP_LEAKS_ONSHORE.LOCATION,EF_W_EQUIP_LEAKS_ONSHORE.SOURCE_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.AVERAGE_TIME_OPERATIONAL,EF_W_EQUIP_LEAKS_ONSHORE.CO2_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.CH4_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_CALC_METHOD,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_PRESENT,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_EAST,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_WEST,EF_W_EQUIP_LEAKS_ONSHORE.EMISSION_SRC_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.SERVICE_TYPE
MERIT ENERGY CO LLC 430 PERMIAN BASIN,1009273,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,4,,,,
MERIT ENERGY CO LLC 430 PERMIAN BASIN,1009273,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Dehydrators,No,,,,,
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,496,,,,
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,274,,,,
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,427,,,,
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,72,,,,
BADAMI DEVELOPMENT FACILITY,1007807,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Wellhead,No,,,,,
BADAMI DEVELOPMENT FACILITY,1007807,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Separators,No,,,,,
BADAMI DEVELOPMENT FACILITY,1007807,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,2,,,,
BADAMI DEVELOPMENT FACILITY,1007807,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,3,,,,
BADAMI DEVELOPMENT FACILITY,1007807,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,In-line heaters,No,,,,,
BADAMI DEVELOPMENT FACILITY,1007807,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Dehydrators,Yes,1,,,,
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,124,,,,
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Dehydrators,Yes,2,,,,
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Wellhead,Yes,1677,,,,
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Separators,Yes,30,,,,
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Meters/piping,Yes,99,,,,
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Compressors,Yes,71,,,,
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,In-line heaters,Yes,4,,,,
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 1,Dehydrators,Yes,7,,,,
Berry Petroleum Company - Los Angeles Basin 760,1008308,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Wellhead,No,,,,,
Berry Petroleum Company - Los Angeles Basin 760,1008308,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Separators,No,,,,,
Berry Petroleum Company - Los Angeles Basin 760,1008308,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Meters/piping,No,,,,,
Berry Petroleum Company - Los Angeles Basin 760,1008308,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Compressors,No,,,,,
Berry Petroleum Company - Los Angeles Basin 760,1008308,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,In-line heaters,No,,,,,
Berry Petroleum Company - Los Angeles Basin 760,1008308,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Dehydrators,No,,,,,
JMA Energy 360,1008411,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,166,,,,
JMA Energy 360,1008411,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,166,,,,
JMA Energy 360,1008411,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Meters/piping,No,,,,,
JMA Energy 360,1008411,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,32,,,,
JMA Energy 360,1008411,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,166,,,,
JMA Energy 360,1008411,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Dehydrators,Yes,3,,,,
Impact E&P Powder River Basin Operations,1009126,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Wellhead,No,,,,,
Impact E&P Powder River Basin Operations,1009126,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Separators,No,,,,,
Impact E&P Powder River Basin Operations,1009126,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Meters/piping,No,,,,,
Impact E&P Powder River Basin Operations,1009126,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Compressors,No,,,,,
Impact E&P Powder River Basin Operations,1009126,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,In-line heaters,No,,,,,
Impact E&P Powder River Basin Operations,1009126,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Dehydrators,No,,,,,
Whiting Oil and Gas Corporation 595 Piceance Basin,1009193,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,62,,,,
Whiting Oil and Gas Corporation 595 Piceance Basin,1009193,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,55,,,,
Whiting Oil and Gas Corporation 595 Piceance Basin,1009193,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,16,,,,
Whiting Oil and Gas Corporation 595 Piceance Basin,1009193,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Compressors,No,,,,,
Whiting Oil and Gas Corporation 595 Piceance Basin,1009193,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,41,,,,
Whiting Oil and Gas Corporation 595 Piceance Basin,1009193,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Dehydrators,Yes,1,,,,
Hilcorp Alaska  LLC 820 Kenai,1009332,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,194,,,,
Hilcorp Alaska  LLC 820 Kenai,1009332,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,79,,,,
Hilcorp Alaska  LLC 820 Kenai,1009332,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,29,,,,
Hilcorp Alaska  LLC 820 Kenai,1009332,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,28,,,,
Hilcorp Alaska  LLC 820 Kenai,1009332,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,101,,,,
Hilcorp Alaska  LLC 820 Kenai,1009332,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Dehydrators,No,18,,,,
YPC 430 Permian Basin,1008229,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,968,,,,
YPC 430 Permian Basin,1008229,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,971,,,,
YPC 430 Permian Basin,1008229,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,968,,,,
YPC 430 Permian Basin,1008229,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,75,,,,
YPC 430 Permian Basin,1008229,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,5,,,,
YPC 430 Permian Basin,1008229,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Dehydrators,No,,,,,
YPC 515 Powder River Basin,1008230,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,4,,,,
YPC 515 Powder River Basin,1008230,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,2,,,,
YPC 515 Powder River Basin,1008230,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,4,,,,
YPC 515 Powder River Basin,1008230,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,68,,,,
YPC 515 Powder River Basin,1008230,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,1,,,,
YPC 515 Powder River Basin,1008230,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 1,Dehydrators,No,,,,,
580 San Juan Basin - BP America Production Company,1009076,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Wellhead,Yes,3468,,,,
580 San Juan Basin - BP America Production Company,1009076,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Separators,Yes,3033,,,,
580 San Juan Basin - BP America Production Company,1009076,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Meters/piping,Yes,3369,,,,
580 San Juan Basin - BP America Production Company,1009076,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Compressors,Yes,1175,,,,
580 San Juan Basin - BP America Production Company,1009076,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,In-line heaters,Yes,3,,,,
580 San Juan Basin - BP America Production Company,1009076,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,,,,,Component Count Method 1,Dehydrators,Yes,70,,,,
Quicksilver Resources Inc.,1009069,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Wellhead,No,,,,,
Quicksilver Resources Inc.,1009069,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Separators,No,,,,,
Quicksilver Resources Inc.,1009069,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Meters/piping,No,,,,,
Quicksilver Resources Inc.,1009069,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Compressors,No,,,,,
Quicksilver Resources Inc.,1009069,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,In-line heaters,No,,,,,
Quicksilver Resources Inc.,1009069,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],,,,,,Component Count Method 2,Dehydrators,No,,,,,
Appalachian Basin - AAPG Province 160A,1008937,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 2,Compressors,Yes,1,,,,
Appalachian Basin - AAPG Province 160A,1008937,2015,Table R.4,Natural gas production equipment (Table W-1B),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,,,,,Component Count Method 2,Dehydrators,Yes,82,,,,
